table	source	reason	form	lemma
combined	lbg_pairs.json	editorial_siglum	γλυκυριζων	γλυκύρ(ρ)ιζον
combined	lbg_pairs.json	editorial_siglum	γλυκυρριζοιν	γλυκύρ(ρ)ιζον
combined	lbg_pairs.json	editorial_siglum	γλυκυρριζοις	γλυκύρ(ρ)ιζον
combined	lbg_pairs.json	editorial_siglum	γλυκυρριζου	γλυκύρ(ρ)ιζον
combined	lbg_pairs.json	editorial_siglum	γλυκυρριζω	γλυκύρ(ρ)ιζον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλα	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλα	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλοιν	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλοις	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλον	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλου	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλω	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλλων	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλοιν	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλοις	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλον	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλου	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλω	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	δερμοκουκουλων	δερμοκούκουλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	διαδεμα	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεμασι	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεμασιν	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεματα	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεματε	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεματι	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεματοιν	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεματος	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεματων	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσμασι	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσμασιν	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσματα	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσματε	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσματι	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσματοιν	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσματος	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διαδεσματων	διάδε(σ)μα
combined	lbg_pairs.json	editorial_siglum	διβελια	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελιοιν	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελιοις	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελιον	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελιου	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελιω	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελιων	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλια	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλιοιν	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλιοις	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλιον	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλιου	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλιω	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	διβελλιων	διβέλ(λ)ιον
combined	lbg_pairs.json	editorial_siglum	ευκτεια	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτειαι	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτειαιν	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτειαις	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτειαν	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτειας	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτειων	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτια	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτιαι	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτιαιν	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτιαις	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτιαν	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτιας	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ευκτιων	εὐκτ(ε)ία
combined	lbg_pairs.json	editorial_siglum	ζυγοστατεια	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατειοιν	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατειοις	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατειον	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατειου	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατειω	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατειων	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατια	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατιοιν	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατιοις	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατιον	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατιου	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατιω	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	ζυγοστατιων	ζυγοστατ(ε)ίον
combined	lbg_pairs.json	editorial_siglum	θρυλημασι	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλημασιν	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυληματε	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυληματι	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυληματοιν	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλλημα	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλλημασι	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλλημασιν	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλληματα	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλληματε	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλληματι	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλληματοιν	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλληματος	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	θρυλληματων	θρύλ(λ)ημα
combined	lbg_pairs.json	editorial_siglum	καβαλιναι	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλιναιν	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλιναις	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλιναν	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλινα	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλιναι	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλιναιν	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλιναις	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλιναν	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλινας	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καβαλλινων	καβαλ(λ)ίνα
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκει	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκειν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεις	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεσθαι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεσθε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεσθον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεσθω	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεσθων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκεται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκετε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκετον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκετω	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκετων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκη	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκης	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκησθε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκησθον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκηται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκητε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκητον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιμεθα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιμεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιμην	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιμι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιντο	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιο	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοις	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοισθε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοισθην	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοισθον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιτε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιτην	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιτο	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοιτον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκομαι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκομεθα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκομεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκομενη	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκομενον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκομενος	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκονται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκοντων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκου	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκουσα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκω	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκωμαι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκωμεθα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκωμεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομιμνησκωνται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκει	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκειν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεις	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεσθαι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεσθε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεσθον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεσθω	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεσθων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκεται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκετε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκετον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκετω	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκετων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκη	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκης	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκησθε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκησθον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκηται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκητε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκητον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιμεθα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιμεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιμην	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιμι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιντο	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιο	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοις	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοισθε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοισθην	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοισθον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιτε	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιτην	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιτο	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοιτον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκομαι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκομεθα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκομεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκομενη	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκομενον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκομενος	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκον	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκονται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκοντων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκου	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκουσα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκω	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκωμαι	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκωμεθα	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκωμεν	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκων	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καθυπομνησκωνται	καθυπο(μι)μνήσκω
combined	lbg_pairs.json	editorial_siglum	καπαροριζα	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπαροριζοιν	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπαροριζοις	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπαροριζον	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπαροριζου	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπαροριζω	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπαροριζων	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζα	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζοιν	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζοις	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζον	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζου	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζω	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καππαροριζων	καπ(π)αρόριζον
combined	lbg_pairs.json	editorial_siglum	καπελλανε	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανοι	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανοιν	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανοις	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανον	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανος	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανου	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανους	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανω	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καπελλανων	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανε	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανοι	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανοιν	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανοις	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανον	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανος	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανου	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανους	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανω	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καππελλανων	καπ(π)ελλάνος
combined	lbg_pairs.json	editorial_siglum	καρατελα	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλα	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλοιν	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλοις	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλον	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλου	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλω	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελλων	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελοιν	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελοις	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελον	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελου	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελω	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρατελων	καρατέλ(λ)ον
combined	lbg_pairs.json	editorial_siglum	καρεοφλια	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλιαι	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλιαιν	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλιαις	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλιαν	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλιας	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλιων	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοια	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοιαι	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοιαιν	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοιαις	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοιαν	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοιας	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	καρεοφλοιων	καρεοφλ(ο)ιά
combined	lbg_pairs.json	editorial_siglum	κατακνισα	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαε	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαει	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαειν	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεις	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεσθαι	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεσθε	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεσθον	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεσθω	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεσθων	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαεται	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαετε	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαετον	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαετω	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαετων	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαη	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαης	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαησθε	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαησθον	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαηται	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαητε	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαητον	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαν	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοι	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιεν	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιμεθα	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιμεν	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιμην	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιμι	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιντο	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοιο	κατακνισ(σ)άω
combined	lbg_pairs.json	editorial_siglum	κατακνισαοις	κατακνισ(σ)άω
